user,avg_daily_device_connections,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,risk_score_2,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion
BTL0722,0,0,0,0,0,0,0,1,138,0.590654206,0.458083832,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,9.416666667,1.166666667,7,7.916666667,0,0,7.698458574,16.79691715,0.095042326,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773189888,2.079441542,0,0.090793017,0,0,0,0,0,0.270569142,0,0
BTN0061,0,0,0,0,0,0,0,8.760115607,493,0.341978287,0.772022435,33,0.493236556,0.4,0,0,0,0,0,0,0,0,0,0,0,89.41666667,6.1,61,24.91666667,1,0.8,10.81309563,18.49872106,3.297694914,8,0,86,1.5,2.7,1,-1,-1,-1,0,0,0,0,0,0,0,3.526360525,0,0,0,0,0,0,0,0,0,1.960094784,4.127134385,0.693147181,1.458078812,2.197224577,0,4.465908119,41,0,2.312801132,0,180
BTS0011,0,0,0,0,0,0,0,17.23837209,864,0.377346939,0.382799325,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,180.5,5.333333333,64,42.33333333,0,0.8,7.448795761,15.55211946,0.09481397,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.84582669,4.17438727,0,0.090584458,0,0,0,0,0,2.49005102,0,0
BTW0005,0,0,0,0,0,0,0,17.67506141,1011.37,0.470077879,0.66726257,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,180.5,6.1,61,49.25,0,0.8,8.557105985,15.34882451,2.339208529,0,0,120,0.9,2.3,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.960094784,4.127134385,0,1.205733812,0,0,4.795790546,0,0,5.544054744,0,240
BVN0514,0,0,0,0,0,0,0,2.972727273,129,0.269016698,0.220183486,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.25,1.5,12,15.25,0,0,9.211101695,16.73374765,1.024886843,0,0,8,0.6,0.8,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916290732,2.564949357,0,0.705513819,0,0,2.197224577,0,0,0.176083657,0,16
BWH0813,0,0,0,0,0,0,0,8.797101449,514,0.387510008,0.714662273,457,0,0.6,0,0,0,0,0,0,0,0,0,0,0,89.16666667,3.25,26,30.83333333,15.72727273,0.6,8.462957611,20.538921,0.098996023,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,6.126869184,0,0,0,0,0,0,0,0,0,1.446918983,3.295836866,2.817040485,0.094397057,0,0,0,457,0,2.436258572,0,0
BXJ0010,0,0,0,0,0,0,0,17.55942029,920,0.418737475,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,176.6666667,11.90909091,131,32.33333333,0,1,7.986705202,18.01979769,0.125615516,0,0,0,0,1.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.557931785,4.882801923,0,0.118330011,0,0,0,0,0,0,0,0
BYP0070,0,0,0,0,0,0,0,8.691983122,371,0.371453641,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,90.5,4.636363636,51,33.75,0,0.8,7.983683473,18.01253501,0.131914457,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.729239112,3.951243719,0,0.123910409,0,0,0,0,0,0,0,0
CAB0388,0,0,0,0,0,0,0,8.639296188,514,0.438498237,0.647657841,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,90.41666667,6.333333333,57,26.16666667,0,0.8,9.987075592,16.03704239,2.404293628,0,0,0,0.3,1.5,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.992430165,4.060443011,0,1.225037467,0,0,0,0,0,2.453532657,0,0
CAC0889,0,0,0,0,0,0,0,2.881355932,90,0.482394366,0.147058824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.16666667,1.2,6,13.75,0,0,9.181111111,18.30444444,0.086219329,0,0,0,0,0,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.78845736,1.945910149,0,0.082703162,0,0,0,0,0,0.204404392,0,0
CAM0102,0,0,0,0,0,0,0,8.780346821,519,0.361094225,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.75,1.571428571,11,29.16666667,0,0,7.194219653,17.29773603,0.093390172,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.944461609,2.48490665,0,0.089283119,0,0,0,0,0,0,0,0
CAN0842,0,0,0,0,0,0,0,1,143,0.475352113,0,28,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.333333333,1,4,8.416666667,1.625,0.2,8.458188824,19.54267823,0.089534824,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,3.36729583,0,0,0,0,0,0,0,0,0,0.693147181,1.609437912,0.965080896,0.085750838,0,0,0,28,0,0,0,0
CBB0365,0,0,0,0,0,0,0,10.69565217,616,0.289724228,0.425745257,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,107.5,1,2,24.75,0,0,11.40976868,13.14886589,6.624916543,741.04,0,1048.03,1.5,1.7,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.098612289,0,2.031421377,6.60940315,0,6.955621207,741.04,0,1.319294965,0,2837.1
CBG0398,0,0,0,0,0,0,0,8.776162791,537,0.495866102,0.370652534,26,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.33333333,8.416666667,101,31.66666667,1,1,7.976878613,19.0205684,0.127770754,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,3.295836866,0,0,0,0,0,0,0,0,0,2.242481169,4.624972813,0.693147181,0.1202429,0,0,0,26,0,1.613006303,0,0
CBG0490,0,0,0,0,0,0,0,14.57681159,761,0.425596319,0.364684828,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,151.5833333,14.33333333,172,34.66666667,0,1,8.21734104,17.27716763,0.108248512,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.730029108,5.153291594,0,0.102780852,0,0,0,0,0,2.26244536,0,0
CCC0393,0,0,0,0,0,0,0,8.832369942,527,0.409236305,0.205497382,34,0,0.2,0,0,0,0,0,0,0,0,0,0,0,88.91666667,6.444444444,58,27.75,3.25,1,7.973265896,19.02740848,0.111087271,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,3.555348061,0,0,0,0,0,0,0,0,0,2.007468042,4.077537444,1.446918983,0.10533906,0,0,0,34,0,0.742775722,0,0
CCH0182,0,0,0,0,0,0,0,2.941860465,267,0.412537313,0.685770751,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,27.58333333,1.5,9,16.83333333,0,0,7.195231214,18.3004817,0.091395838,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916290732,2.302585093,0,0.087457462,0,0,0,0,0,0.832270045,0,0
CCH0685,0,0,0,0,0,0,0,8.812138728,518,0.389820477,0.791734995,33,0.500491965,0.6,0,0,0,0,0,0,0,0,0,0,0,89,1,2,33.91666667,3.333333333,0.2,11.05025383,18.66080699,2.410931447,0,0,23,0.9,1.7,1,-1,-1,-1,0,0,0,0,0,0,0,3.526360525,0,0,0,0,0,0,0,0,0,0.693147181,1.098612289,1.466337069,1.226985406,0,0,3.17805383,33,0,2.719730152,0,46
CCM0467,0,0,0,0,0,0,0,1,141,0.37254902,0.423880597,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.416666667,1.666666667,5,6.916666667,0,0,7.956358381,18.0433526,0.098921892,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980829253,1.791759469,0,0.094329601,0,0,0,0,0,0.157916301,0,0
CCM0855,0,0,0,0,0,0,0,14.78034682,826,0.472352165,0.171490027,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,153,5.454545455,60,37.33333333,0,0.8,7.738680154,17.76777457,0.118618559,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.864784604,4.110873864,0,0.112094494,0,0,0,0,0,1.197262569,0,0
CCR0863,0,0,0,0,0,0,0,14.7283237,819,0.543208403,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,153.5833333,12.08333333,145,46.91666667,0,1,7.726685934,17.77374759,0.111232878,0,0,0,0,1.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.571339156,4.983606622,0,0.1054701,0,0,0,0,0,0,0,0
CCW0031,0,0,0,0,0,0,0,13.63294798,754,0.422109902,0.403646385,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,134.9166667,4.142857143,29,30.5,0,0.4,7.692052023,15.80828516,0.087432122,0,0,0,0,0.6,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.637608789,3.401197382,0,0.083819066,0,0,0,0,0,2.322824429,0,0
CCW0524,0,0,0,0,0,0,0,2.950292398,264,0.425454545,0.411298315,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27,1.8,9,13.83333333,0,0,8.971772639,17.03049133,0.118122477,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029619417,2.302585093,0,0.111650919,0,0,0,0,0,0.516267943,0,0
CEB0210,0,0,0,0,0,0,0,13.47953216,746,0.413189417,0.365943601,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,135.3333333,4.818181818,53,35.91666667,0,0.8,7.729624277,15.76165703,0.125191847,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.760987811,3.988984047,0,0.117953551,0,0,0,0,0,2.038159492,0,0
CEL0561,0,0,0,0,0,0,0,8.698550725,504,0.451135442,0.459513496,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,88.5,2.625,21,32.66666667,0,0,10.96598238,18.0495183,2.364636443,0,0,0,0.3,0.5,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.287854288,3.091042453,0,1.213319917,0,0,0,0,0,1.803234129,0,0
CFG0959,0,0,0,0,0,0,0,1,142,0.347902098,0.75147929,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,9.416666667,1.666666667,10,7.416666667,0,0,8.237085558,15.43811467,2.402115199,0,0,91,0.9,1.3,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.980829253,2.397895273,0,1.224397356,0,0,4.521788577,0,0,0.261441222,0,182
CFW0264,0,0,0,0,0,0,0,8.733333333,118,0.432126697,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,94.33333333,1.428571429,10,23.58333333,0,0,7.468333333,15.53277778,0.110029101,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887303195,2.397895273,0,0.104386232,0,0,0,0,0,0,0,0
CGA0629,0,0,0,0,0,0,0,14.62608696,750,0.324890936,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,152.6666667,13.75,165,34.58333333,0,1,7.95871869,17.03901734,0.106806652,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.691243083,5.111987788,0,0.101478979,0,0,0,0,0,0,0,0
CGF0337,0,0,0,0,0,0,0,2.941860465,243,0.41565534,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.25,2,2,15.5,0,0,7.2261079,18.27543353,0.112377939,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098612289,1.098612289,0,0.106500011,0,0,0,0,0,0,0,0
CHG0146,0,0,0,0,0,0,0,13.43352601,734,0.512987013,0.401247849,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,134.4166667,5.583333333,67,35.83333333,0,0.8,8.477071291,16.51844894,0.127237324,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.884541203,4.219507705,0,0.119769793,0,0,0,0,0,2.765088957,0,0
CIG0052,0,0,0,0,0,0,0,10.66184971,576,0.402851459,0.176741664,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,106.75,1,2,31.08333333,0,0,8.449421965,17.55929672,0.091214669,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.098612289,0,0.087291451,0,0,0,0,0,0.759130495,0,0
CIM0926,0,0,0,0,0,0,0,8.789473684,380,0.436135208,0.19011976,108,0,0.4,0,0,0,0,0,0,0,0,0,0,0,88.75,4.833333333,58,26.75,7.545454545,1,8.513306763,19.52297101,0.669327828,0,0,1,0,1.4,1,-1,-1,-1,0,0,0,0,0,0,0,4.691347882,0,0,0,0,0,0,0,0,0,1.763588592,4.077537444,2.145399509,0.512421047,0,0,0.693147181,108,0,0.728804887,0,2
CJC0494,0,0,0,0,0,0,0,14.5826087,781,0.311896718,0.398131584,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,151.1666667,5.909090909,65,32,0,0.8,8.208285164,17.29084778,0.092437458,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.932838067,4.189654742,0,0.0884114,0,0,0,0,0,1.810809062,0,0
CJF0802,0,0,0,0,0,0,0,8.782608696,552,0.347455949,0.57359736,0,0.494059406,0.4,0,0,0,0,0,0,0,0,0,0,0,93.58333333,0,0,24.75,0,0,10.21864507,15.68732053,3.359021368,44,4,20,1.8,2.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.472247575,3.80666249,1.609437912,3.044522438,44,0,1.75037229,0,88
CJG0470,0,0,0,0,0,0,0,1,140,0.298025135,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.416666667,1,2,7.833333333,0,0,7.951204239,18.05568401,0.084094081,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.098612289,0,0.08074469,0,0,0,0,0,0,0,0
CJH0702,0,0,0,0,0,0,0,1,131,0.385026738,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.583333333,1.5,15,7.666666667,0,0,7.727215799,16.77206166,0.124968223,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916290732,2.772588722,0,0.117754789,0,0,0,0,0,0,0,0
CJK0200,0,0,0,0,0,0,0,10.64927536,601,0.398422767,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,107.9166667,8.545454545,94,29.33333333,0,0.8,7.474373796,15.52138728,0.113805536,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.256065077,4.553876892,0,0.107782563,0,0,0,0,0,0,0,0
CJM0138,0,0,0,0,0,0,0,1,139,0.344827586,0.760736196,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,9.333333333,1,1,6.333333333,0,0,8.954383429,18.04966281,0.09712065,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0.092689157,0,0,0,0,0,0.262322826,0,0
CJM0521,0,0,0,0,0,0,0,2.919037199,310,0.424173834,0.189655172,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.70588235,1.928571429,27,15.58823529,0,0,8.987428161,17.01142241,0.134694259,0,113,0,0.3,0.5,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.074514737,3.33220451,0,0.126363239,0,4.736198448,0,0,0,0.23482709,0,113
CJP0952,0,0,0,0,0,0,0,1,135,0.423853211,0.543283582,0,0.764179104,0.6,0,0,0,0,0,0,0,0,0,0,0,10,1.375,11,8.583333333,0,0,9.445769525,15.73005031,2.824984919,9,1,21,1.5,2.1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864997437,2.48490665,0,1.341554525,2.302585093,0.693147181,3.091042453,9,0,0.230272491,0,52
CJV0286,0,0,0,0,0,0,0,2.950146628,217,0.360192423,0.780318091,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,27.16666667,1.5,3,17.25,0,0,11.2808779,18.24291908,2.381696445,0,0,0,0.3,0.7,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916290732,1.386294361,0,1.21837749,0,0,0,0,0,0.829181972,0,0
CKB0427,0,0,0,0,0,0,0,8.805232558,545,0.463113093,0.429514691,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,89.33333333,1.428571429,10,28.75,0,0,7.959874759,17.04166667,0.09662393,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.887303195,2.397895273,0,0.092236306,0,0,0,0,0,1.751482947,0,0
CKB0482,0,0,0,0,0,0,0,14.59710145,795,0.508135017,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,149.5,6.75,81,43.16666667,0,0.8,8.186849711,17.30563584,0.091382292,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.047692843,4.406719247,0,0.08744505,0,0,0,0,0,0,0,0
CKD0680,0,0,0,0,0,0,0,8.800578035,525,0.423290938,0.409195402,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,90.25,9.583333333,115,32,0,1,7.937620424,16.05361272,0.083358001,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.359280437,4.753590191,0,0.080065477,0,0,0,0,0,1.52433673,0,0
CKH0144,0,0,0,0,0,0,0,8.739130435,491,0.386710018,0.680597015,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,89.75,1,1,27.91666667,0,0,7.222543353,17.26098266,0.123290183,0,0,0,0,0.4,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0.116262042,0,0,0,0,0,2.300083935,0,0
CKP0721,0,0,0,0,0,0,0,1,143,0.438938053,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.5,1.375,11,7.5,0,0,7.706117534,16.80101156,0.097341408,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.864997437,2.48490665,0,0.092890353,0,0,0,0,0,0,0,0
CLD0894,0,0,0,0,0,0,0,2.938953488,257,0.415375447,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,26.91666667,1.5,9,16.08333333,0,0,9.225915221,18.27384393,0.133361883,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.916290732,2.302585093,0,0.125188333,0,0,0,0,0,0,0,0
CLF0852,0,0,0,0,0,0,0,14.41618497,797,0.5038121,0.850040096,0,0.494987971,0.6,0,0,0,0,0,0,0,0,0,0,0,152.1666667,14.08333333,169,49.25,0,1,10.23007048,16.59922537,2.837174606,0,0,113,0.9,2.5,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.713590381,5.135798437,0,1.344736316,0,0,4.736198448,0,0,6.173882386,0,226
CLH0703,0,0,0,0,0,0,0,1,147,0.480427046,0.18373494,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.416666667,2.166666667,13,8.083333333,0,0,7.698699422,16.80578035,0.094914543,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15267951,2.63905733,0,0.090676318,0,0,0,0,0,0.088271234,0,0
CLS0296,0,0,0,0,0,0,0,1,140,0.355670103,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,10,1.4,7,8.363636364,0,0,8.985500963,18.00409441,0.132955828,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875468737,2.079441542,0,0.124829995,0,0,0,0,0,0,0,0
CMB0912,0,0,0,0,0,0,0,13.52955083,897,0.477253311,0.553031627,0,0.486807618,0.4,0,0,0,0,0,0,0,0,0,0,0,137.4375,1.4,7,40.8125,0,0,9.419881137,15.27783891,2.533003604,0,140,95,1.2,1.6,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875468737,2.079441542,0,1.262148389,0,4.94875989,4.564348191,0,0,3.570937891,0,330
CMM0487,0,0,0,0,0,0,0,14.50724638,826,0.531147141,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,152,6.833333333,82,49.25,0,0.8,8.222928709,17.27793834,0.123238493,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.058388132,4.418840608,0,0.116216025,0,0,0,0,0,0,0,0
CMS0454,0,0,0,0,0,0,0,1,145,0.296229803,0.4375,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,9.416666667,1,1,7.583333333,0,0,7.981262042,18.01565511,0.123207456,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,0.693147181,0,0.116188393,0,0,0,0,0,0.129600539,0,0
CMW0783,0,0,0,0,0,0,0,2.912280702,240,0.422552664,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,27.16666667,1.8,9,16.33333333,0,0,8.45655106,16.5355973,0.101765982,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.029619417,2.302585093,0,0.096914331,0,0,0,0,0,0,0,0
CNB0900,0,0,0,0,0,0,0,2.927325581,271,0.405683192,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,26.83333333,1.833333333,11,15.08333333,0,0,9.205587668,18.29932563,0.091775779,0,0,0,0,0.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.041453875,2.48490665,0,0.087805526,0,0,0,0,0,0,0,0
CNE0352,0,0,0,0,0,0,0,17.19653179,896,0.367003714,0.202352941,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,180.5,3.727272727,41,24,0,0.4,7.977745665,17.01926782,0.122201721,0,0,0,0,0.8,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.553348446,3.737669618,0,0.115292578,0,0,0,0,0,1.27708807,0,0
CNM0800,0,0,0,0,0,0,0,8.67826087,536,0.288619556,0.761857047,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,89.33333333,5.7,57,20.75,0,0.8,8.25539499,17.25125241,0.14422804,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.902107526,4.060443011,0,0.134730209,0,0,0,0,0,1.908235385,0,0
COF0120,0,0,0,0,0,0,0,9.785440613,407,0.335224586,0.573218481,546.25,0,0.6,0,0,0,0,0,0,0,0,0,0,0,106.0833333,1.818181818,20,35.25,24.09090909,0.2,8.853259694,19.40113814,2.463670742,28,5,0,1.2,2,1,-1,-1,-1,0,0,0,0,0,0,0,6.304905736,0,0,0,0,0,0,0,0,0,1.036091932,3.044522438,3.222505593,1.242328935,3.36729583,1.791759469,0,574.25,0,1.880340208,0,33
COM0321,0,0,0,0,0,0,0,14.49710983,787,0.448869884,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,151.0833333,15.54545455,171,42.5,0,1,7.744845857,15.76844894,0.13071065,0,0,0,0,1.2,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.806111414,5.147494477,0,0.122846329,0,0,0,0,0,0,0,0
CQH0730,0,0,0,0,0,0,0,14.68985507,761,0.273898387,0.198303078,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,153.9166667,5.454545455,60,24.75,0,0.8,7.98805395,17.0099711,0.131258748,0,0,0,0,1,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.864784604,4.110873864,0,0.123330949,0,0,0,0,0,0.797877909,0,0
CRD0624,0,0,0,0,0,0,0,14.17777778,186,0.44095941,0.219435737,0,0.518808777,0.4,0,0,0,0,0,0,0,0,0,0,0,152.6666667,13.16666667,158,38.5,0,1,9.071105556,16.11873889,3.955790729,5,0,0,0.9,2.3,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.650891787,5.068904202,0,1.600556737,1.791759469,0,0,5,0,1.371873719,0,5
CRK0916,0,0,0,0,0,0,0,9.747826087,588,0.430676856,0.20666072,266,0,0.4,0,0,0,0,0,0,0,0,0,0,0,89.91666667,5.818181818,64,30.83333333,7.375,1,10.34381313,18.69912988,2.856209609,18,4,0,1.2,2.6,1,-1,-1,-1,0,0,0,0,0,0,0,5.587248658,0,0,0,0,0,0,0,0,0,1.919592841,4.17438727,2.125251078,1.349684734,2.944438979,1.609437912,0,284,0,0.867595405,0,22
CRO0027,0,0,0,0,0,0,0,8.802898551,469,0.42854171,0.545933487,0,0.493908462,0.4,0,0,0,0,0,0,0,0,0,0,0,93.58333333,8.363636364,92,25,0,0.8,11.20435791,17.86616409,2.599912341,8,2,12,1.8,3,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.236833715,4.532599493,0,1.280909495,2.197224577,1.098612289,2.564949357,8,0,2.059484508,0,34
CRP0456,0,0,0,0,0,0,0,1,124,0.369685767,0.832835821,0,0.501492537,0.6,0,0,0,0,0,0,0,0,0,0,0,9.5,1,3,7.916666667,0,0,7.948217726,18.05486513,0.097484642,0,0,0,0,0.6,1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.693147181,1.386294361,0,0.093020872,0,0,0,0,0,0.307887549,0,0
