user,avg_daily_device_connections,late_hour_device_use,missing_disconnects,distinct_pcs_used,above_avg_daily_counter,ratio_of_above_avg_days,risk_score_1,emails_sent_per_day,unique_recipients_count,external_emails_ratio,attachment_count_avg,emails_sent_off_hours,bcc_usage_rate,risk_score_2,total_files_copied,active_days,avg_files_copied_per_day,filetype_doc,filetype_exe,filetype_jpg,filetype_pdf,filetype_txt,filetype_zip,after_hours_file_copy_ratio,risk_score_3,avg_urls_per_day,avg_malicious_urls_per_day,total_malicious_urls,avg_distinct_domains_per_day,avg_after_hours_browsing_per_day,risk_score_4,avg_logon_time_hours,avg_logoff_time_hours,logon_std_dev_hours,after_hours_logons,weekend_logons,logons_on_other_user_pcs,risk_score_5,total_risk_score,never_used_device,onboarding_hour,onboarding_month,onboarding_weekday,odd_onboarding,label,avg_daily_device_connections_log,late_hour_device_use_log,missing_disconnects_log,distinct_pcs_used_log,above_avg_daily_counter_log,emails_sent_off_hours_log,total_files_copied_log,active_days_log,avg_files_copied_per_day_log,filetype_doc_log,filetype_exe_log,filetype_jpg_log,filetype_pdf_log,filetype_txt_log,filetype_zip_log,avg_malicious_urls_per_day_log,total_malicious_urls_log,avg_after_hours_browsing_per_day_log,logon_std_dev_hours_log,after_hours_logons_log,weekend_logons_log,logons_on_other_user_pcs_log,after_hours_intensity,file_risk_composite,email_exfil_score,device_anomaly_score,logon_suspicion,anomaly,anomaly_score,risk_score,risk_level
CTW0500,0.0,0.0,0,0.0,0.0,0.0,0.0,14.4173913,794.0,0.451712244,0.797949337,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.25,1.444444444,13.0,40.33333333,0.0,0.0,8.211560694,17.29465318,0.101262267,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.893817876,2.63905733,0.0,0.096457037,0.0,0.0,0.0,0.0,0.0,5.196654777,0.0,0.0,1,0.1845123777620451,10.806230359067523,Low
CUD0795,0.0,0.0,0,0.0,0.0,0.0,0.0,8.73699422,494.0,0.372772773,0.827654648,0.0,0.493218657,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.5,8.090909091,89.0,29.58333333,0.0,0.8,8.196387283,17.29619461,0.101948579,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.207274913,4.49980967,0.0,0.097080048,0.0,0.0,0.0,0.0,0.0,2.695599646,0.0,0.0,1,0.1897943493636507,9.540725105945892,Low
CWB0065,0.0,0.0,0,0.0,0.0,0.0,0.0,8.652173913,511.0,0.427933415,0.486097152,0.0,0.501842546,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.08333333,6.166666667,74.0,38.08333333,0.0,0.8,9.500840933,14.24212497,2.476022105,0.0,0.0,111.0,0.9,2.1,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.969440646,4.317488114,0.0,1.245888567,0.0,0.0,4.718498871,0.0,0.0,1.799801114,0.0,222.0,1,0.18984182357327772,9.529350780939575,Low
CXC0336,0.0,0.0,0,0.0,0.0,0.0,0.0,2.923976608,250.0,0.321556886,0.434,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.58333333,0.0,0.0,15.5,0.0,0.0,7.243208092,18.26194605,0.135310047,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.126905782,0.0,0.0,0.0,0.0,0.0,0.408057569,0.0,0.0,1,0.20842551570810725,5.076892155097466,Low
CYA0506,0.0,0.0,0,0.0,0.0,0.0,0.0,2.894230769,110.0,0.349794239,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.08333333,1.8,9.0,15.66666667,0.0,0.0,8.956190476,17.03650794,0.145172627,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.029619417,2.302585093,0.0,0.135555391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2181121969827194,2.756064448524738,Low
DAG0558,0.0,0.0,0,0.0,0.0,0.0,0.0,8.696793003,496.0,0.501933645,0.353335568,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.5,4.0,40.0,28.25,0.0,0.4,9.004094412,18.00900771,0.136455352,0.0,0.0,0.0,0.0,0.8,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.609437912,3.713572067,0.0,0.127914078,0.0,0.0,0.0,0.0,0.0,1.542385021,0.0,0.0,1,0.21998562673756378,2.3072102374590693,Low
DAR0885,0.0,0.0,0,0.0,0.0,0.0,0.0,2.945945946,81.0,0.471590909,0.550458716,0.0,0.541284404,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.72222222,1.888888889,17.0,18.44444444,7.0,0.2,10.50573755,15.66655172,4.094507028,7.0,17.0,13.0,1.8,2.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.060871961,2.890371758,2.079441542,1.628162906,2.079441542,2.890371758,2.63905733,7.0,0.0,0.764742015,0.0,50.0,1,0.15663295491595397,17.48584901794156,Low
DBG0261,0.0,0.0,0,0.0,0.0,0.0,0.0,8.727536232,497.0,0.332722833,0.332115576,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.41666667,9.916666667,119.0,27.41666667,0.0,1.0,7.698073218,16.80491329,0.081379885,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.390290673,4.787491743,0.0,0.078237897,0.0,0.0,0.0,0.0,0.0,0.964414008,0.0,0.0,1,0.19555217340993425,8.1612105748744,Low
DBS0235,0.0,0.0,0,0.0,0.0,0.0,0.0,8.768786127,514.0,0.544406231,0.216545814,26.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.08333333,2.75,22.0,37.58333333,1.666666667,0.2,8.435933601,18.71307338,2.118830184,0.0,0.0,28.0,0.9,1.5,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,3.295836866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32175584,3.135494216,0.980829253,1.13745799,0.0,0.0,3.36729583,26.0,0.0,1.033742468,0.0,56.0,1,0.20094375818602672,6.869443149483173,Low
DBW0483,0.0,0.0,0,0.0,0.0,0.0,0.0,14.64739884,777.0,0.315025405,0.367403315,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.5,9.0,108.0,29.91666667,0.0,1.0,8.250193237,17.26368015,0.128050484,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.302585093,4.691347882,0.0,0.120490907,0.0,0.0,0.0,0.0,0.0,1.695310129,0.0,0.0,1,0.19579209094622912,8.103728837864518,Low
DCC0160,0.0,0.0,0,0.0,0.0,0.0,0.0,17.46956522,838.0,0.302276176,0.358387257,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,2.0,2.0,28.33333333,0.0,0.0,7.458044316,18.5349711,0.094980276,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098612289,1.098612289,0.0,0.09073635,0.0,0.0,0.0,0.0,0.0,1.892511711,0.0,0.0,1,0.19324186962492151,8.71473524269951,Low
DDA0476,0.0,0.0,0,0.0,0.0,0.0,0.0,14.66569767,761.0,0.386878919,0.432507433,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.4166667,3.818181818,42.0,36.0,0.0,0.4,8.230298651,17.27032755,0.112730454,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.572396641,3.761200116,0.0,0.106816863,0.0,0.0,0.0,0.0,0.0,2.453981983,0.0,0.0,1,0.21315959015885205,3.942657339396199,Low
DDM0579,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,127.0,0.415584416,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333,1.666666667,5.0,7.416666667,0.0,0.0,8.450578034,18.55659923,0.088508776,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980829253,1.791759469,0.0,0.084808664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.22221331424302876,1.7734795677177932,Low
DEB0782,0.0,0.0,0,0.0,0.0,0.0,0.0,2.935672515,231.0,0.416666667,0.493027888,0.0,0.512948207,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.33333333,2.0,2.0,15.58333333,0.0,0.0,8.438824663,16.56050096,0.088703487,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.098612289,1.098612289,0.0,0.084987527,0.0,0.0,0.0,0.0,0.0,0.603070175,0.0,0.0,1,0.19935333125114768,7.250492839372409,Low
DFR0218,0.0,0.0,0,0.0,0.0,0.0,0.0,10.76589595,604.0,0.52713305,0.201879195,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,11.09090909,122.0,38.83333333,0.0,1.0,11.41782506,13.5918773,7.41621649,699.0,0.0,1011.0,1.5,2.9,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.492453855,4.812184355,0.0,2.130160379,6.551080335,0.0,6.91968385,699.0,0.0,1.145676456,0.0,2721.0,1,0.021965050986898826,49.75087289601273,Medium
DGF0443,0.0,0.0,0,0.0,0.0,0.0,0.0,8.690751445,531.0,0.357448543,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.33333333,1.333333333,8.0,26.91666667,0.0,0.0,7.945134875,17.05428709,0.093058244,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84729786,2.197224577,0.0,0.088979496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.2224644345502324,1.7133137637526357,Low
DGM0754,0.0,0.0,0,0.0,0.0,0.0,0.0,14.86206897,134.0,0.400837989,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.9166667,8.636363636,95.0,40.25,0.0,0.8,7.998850574,17.01781609,0.118265493,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.265543821,4.564348191,0.0,0.111778818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.1835018251318264,11.048348219320484,Low
DGN0480,0.0,0.0,0,0.0,0.0,0.0,0.0,14.58358663,739.0,0.377755257,0.377240517,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.0833333,7.416666667,89.0,31.91666667,0.0,0.8,8.217021276,17.28394124,0.124234959,0.0,0.0,0.0,0.0,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.130213867,4.49980967,0.0,0.117102768,0.0,0.0,0.0,0.0,0.0,2.078228011,0.0,0.0,1,0.20760809599570978,5.272737384505688,Low
DGW0752,0.0,0.0,0,0.0,0.0,0.0,0.0,14.53644315,791.0,0.540891967,0.822904132,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.9166667,8.454545455,93.0,43.83333333,0.0,0.8,9.971009978,17.05125241,2.379671366,0.0,0.0,0.0,0.3,1.7,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.246495626,4.543294782,0.0,1.217778476,0.0,0.0,0.0,0.0,0.0,6.470203331,0.0,0.0,1,0.15618427563429949,17.59334788971285,Low
DHM0937,0.0,0.0,0,0.0,0.0,0.0,0.0,8.793604651,513.0,0.43688541,0.358677686,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.83333333,4.1,41.0,38.33333333,0.0,0.4,7.231406551,16.27273603,0.125267429,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.62924054,3.737669618,0.0,0.118020722,0.0,0.0,0.0,0.0,0.0,1.377967065,0.0,0.0,1,0.2275759014120824,0.48865966624442564,Low
DIC0988,0.0,0.0,0,0.0,0.0,0.0,0.0,8.715942029,485.0,0.324285421,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.91666667,1.0,1.0,22.83333333,0.0,0.0,7.718978805,18.77447013,0.111970137,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,0.693147181,0.0,0.10613334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.21764680584677448,2.867567306115924,Low
DID0650,0.0,0.0,0,0.0,0.0,0.0,0.0,2.962318841,244.0,0.586479903,0.0,218.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.91666667,1.0,4.0,19.0,4.727272727,0.2,9.235982659,21.2621869,0.126530111,0.0,0.0,0.0,0.0,0.8,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,5.38907173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.609437912,1.745239454,0.11914221,0.0,0.0,0.0,218.0,0.0,0.0,0.0,0.0,1,0.15348569430710246,18.23989980311308,Low
DJB0159,0.0,0.0,0,0.0,0.0,0.0,0.0,17.67506141,866.0,0.472455379,0.529207999,0.0,0.501180916,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.5,2.583333333,31.0,43.83333333,0.0,0.0,9.340894436,16.10305094,2.440679362,0.0,0.0,15.0,0.9,1.7,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.276293466,3.465735903,0.0,1.235668941,0.0,0.0,2.772588722,0.0,0.0,4.419245502,0.0,30.0,1,0.1596908258226653,16.753215072193974,Low
DJS0682,0.0,0.0,0,0.0,0.0,0.0,0.0,8.704347826,504.0,0.459851077,0.0,27.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.25,1.5,6.0,34.83333333,1.0,0.0,8.986030828,19.02201349,0.120896198,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,3.33220451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.916290732,1.945910149,0.693147181,0.114128542,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,1,0.21734442600754966,2.9400143588151026,Low
DKB0631,0.0,0.0,0,0.0,0.0,0.0,0.0,2.927325581,263.0,0.417064439,0.482621648,239.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.75,1.25,10.0,14.08333333,5.909090909,0.2,9.242630058,21.26050096,0.13186188,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,5.480638923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.810930216,2.397895273,1.932838067,0.123863958,0.0,0.0,0.0,239.0,0.0,0.58922476,0.0,0.0,1,0.17986053538340951,11.920763228776186,Low
DLF0377,0.0,0.0,0,0.0,0.0,0.0,0.0,8.742774566,534.0,0.36474411,0.349090909,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.16666667,0.0,0.0,28.16666667,0.0,0.0,7.964017341,16.03815029,0.103272762,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.098281001,0.0,0.0,0.0,0.0,0.0,1.113207459,0.0,0.0,1,0.21748378964567383,2.9066242860463154,Low
DLH0029,0.0,0.0,0,0.0,0.0,0.0,0.0,8.811594203,491.0,0.402315191,0.188486842,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.16666667,10.36363636,114.0,29.0,0.0,1.0,7.723265896,18.78925819,0.119333746,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.430418465,4.744932128,0.0,0.112733639,0.0,0.0,0.0,0.0,0.0,0.668193056,0.0,0.0,1,0.19998074724071735,7.100170518356603,Low
DLS0383,0.0,0.0,0,0.0,0.0,0.0,0.0,8.733918129,481.0,0.468421053,0.7941078,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.33333333,3.666666667,44.0,29.91666667,0.0,0.4,9.955647687,16.01743738,2.379084566,0.0,0.0,0.0,0.3,1.1,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.540445041,3.80666249,0.0,1.217604834,0.0,0.0,0.0,0.0,0.0,3.24881502,0.0,0.0,1,0.21261275982041727,4.073672179696578,Low
DMG0358,0.0,0.0,0,0.0,0.0,0.0,0.0,10.72965116,600.0,0.449639108,0.780276348,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.8333333,4.5,45.0,38.41666667,0.0,0.4,11.46990215,13.35121817,6.801496957,741.0,0.0,1037.0,1.5,2.3,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.704748092,3.828641396,0.0,2.054315633,6.609349243,0.0,6.945051064,741.0,0.0,3.764420436,0.0,2815.0,1,0.03091379648510484,47.60684689757952,Medium
DMM0623,0.0,0.0,0,0.0,0.0,0.0,0.0,14.69577465,824.0,0.411956648,0.773241326,0.0,0.492236918,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.25,16.62791667,202.01,35.75,0.0,1.0,9.995116516,17.02685446,2.39985434,0.0,6.0,0.0,0.6,2.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86948382,5.313255239,0.0,1.22373259,0.0,1.945910149,0.0,0.0,0.0,4.681220055,0.0,6.0,1,0.10227035968898412,30.510559300772844,Low
DOL0332,0.0,0.0,0,0.0,0.0,0.0,0.0,2.92173913,258.0,0.393598103,0.590277778,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.16666667,1.0,2.0,15.75,0.0,0.0,7.202601156,18.30481696,0.094210732,0.0,0.0,0.0,0.0,0.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.098612289,0.0,0.090033311,0.0,0.0,0.0,0.0,0.0,0.67881412,0.0,0.0,1,0.22190592158635025,1.8471276391461622,Low
DOP0562,0.0,0.0,0,0.0,0.0,0.0,0.0,8.680232558,530.0,0.383511075,0.346952445,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.83333333,3.571428571,25.0,28.75,0.0,0.4,8.976541426,18.01262042,0.134324638,0.0,0.0,0.0,0.0,0.6,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.519825754,3.258096538,0.0,0.126037441,0.0,0.0,0.0,0.0,0.0,1.154992655,0.0,0.0,1,0.22622310182233574,0.812776325017218,Low
DPS0262,0.0,0.0,0,0.0,0.0,0.0,0.0,8.6,212.0,0.301546392,0.194503171,0.0,0.502114165,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.58333333,9.25,111.0,29.75,29.0,1.2,8.304912511,15.5592301,3.568613297,13.0,2.0,0.0,1.2,2.8,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.327277706,4.718498871,3.401197382,1.519209723,2.63905733,1.098612289,0.0,13.0,0.0,0.504404873,0.0,15.0,1,0.09438942380111243,32.39874926426767,Low
DRR0242,0.0,0.0,0,0.0,0.0,0.0,0.0,8.738041002,639.0,0.382475884,0.189781022,0.0,0.49713243,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.66666667,5.25,63.0,26.73333333,0.0,0.8,7.990007541,18.01221719,0.134892901,0.0,94.0,0.0,0.3,1.3,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.832581464,4.158883083,0.0,0.126538286,0.0,4.553876892,0.0,0.0,0.0,0.634265248,0.0,94.0,1,0.1753616646473649,12.998645689910393,Low
DSB0731,0.0,0.0,0,0.0,0.0,0.0,0.0,14.30724638,837.0,0.395884672,0.348257699,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,14.33333333,172.0,31.66666667,0.0,1.0,7.986512524,17.00072254,0.13737653,0.0,0.0,0.0,0.0,1.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.730029108,5.153291594,0.0,0.128724321,0.0,0.0,0.0,0.0,0.0,1.97253841,0.0,0.0,1,0.1660763114838973,15.223319370830202,Low
DSM0591,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,133.0,0.406593407,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.333333333,1.0,2.0,8.0,0.0,0.0,8.454383429,18.54012524,0.107253318,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.693147181,1.098612289,0.0,0.10188246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.220042535780757,2.293575424827882,Low
DTP0379,0.0,0.0,0,0.0,0.0,0.0,0.0,9.653061224,541.0,0.43010355,0.600724857,0.0,0.494110541,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.91666667,5.5,55.0,29.08333333,0.0,0.8,10.1306932,15.48008484,2.462320616,0.0,0.0,60.0,0.9,2.1,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.871802177,4.025351691,0.0,1.241939062,0.0,0.0,4.110873864,0.0,0.0,2.494099013,0.0,120.0,1,0.19816107579659076,7.53614479939924,Low
DTT0076,0.0,0.0,0,0.0,0.0,0.0,0.0,17.39595376,866.0,0.299849322,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0833333,16.62791667,202.01,30.66666667,0.0,1.0,7.735019268,16.75953757,0.139637959,0.0,0.0,0.0,0.0,1.4,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86948382,5.313255239,0.0,0.130710632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.12219261063464304,25.737395958115915,Low
DVM0265,0.0,0.0,0,0.0,0.0,0.0,0.0,8.75942029,526.0,0.338076845,0.510589014,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.16666667,0.0,0.0,21.16666667,0.0,0.0,7.783165829,14.83054299,1.313181692,0.0,0.0,52.0,0.6,1.0,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.838623933,0.0,0.0,3.970291914,0.0,0.0,1.51203644,0.0,104.0,1,0.2048887779909354,5.924257589367093,Low
DVW0103,0.0,0.0,0,0.0,0.0,0.0,0.0,8.812138728,536.0,0.382782783,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.16666667,2.166666667,13.0,28.58333333,0.0,0.0,7.201589595,17.29735067,0.085464783,0.0,0.0,0.0,0.0,0.2,1,-1,-1,-1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15267951,2.63905733,0.0,0.082008267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.22689457166871402,0.6518991598226559,Low
